Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDH40,11.6,0.079376029,81.7276,OUT017,1949.4624,0.90357498522278,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX58,13.15,0.043852434,182.695,OUT045,4211.185,0.9238293010207508,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC51,10.895,0.009620041999999999,121.67299999999999,OUT035,1970.7679999999998,0.9981703472152559,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCR05,10.1,0.054939848,199.5084,OUT017,3372.9428,1.0048103212913535,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRH25,18.7,0.014675573999999999,50.8324,OUT017,934.7832,1.0630983150122155,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCR53,12.15,0.14526636,224.0404,OUT049,3375.6059999999998,0.9448175222024116,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDS04,10.195,0.14666293800000002,138.6838,OUT046,2388.2246,1.0478323219111159,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC03,8.575,0.07178670599999999,193.3794,OUT013,780.3176,0.9976240338504544,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP44,16.5,0.133424184,102.2332,OUT010,102.5332,1.5042291363462805,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDK16,9.065,0.11579959199999999,95.3094,OUT018,1713.7692,1.004025826541553,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCC30,16.6,0.027579198,178.7344,OUT046,1605.9096,0.8811615455261261,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDZ26,11.6,0.241055611,238.5222,OUT010,717.0666,1.5428075586600798,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCO54,19.5,0.014332438999999999,57.1614,OUT018,1381.535,0.9171182709509885,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCP41,16.6,0.027133398,106.2596,OUT010,215.7192,1.2334735246903836,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCU42,9.0,0.019536981000000002,170.0474,OUT049,4211.185,1.0001742981729802,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDX43,5.655,0.085258864,165.85,OUT035,1830.95,0.8973132319955304,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD19,8.93,0.013179388,55.1614,OUT046,939.4438,1.6306778651678582,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCI54,15.2,0.033592687,108.1912,OUT035,1856.2504,0.9544946119930322,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS37,7.655,0.05346916,114.1492,OUT010,115.8492,1.5029557845217951,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO25,12.85764518413616,0.126831854,209.02700000000002,OUT027,4613.994000000001,0.8946050878656273,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS57,15.5,0.103603094,143.547,OUT049,1431.47,1.0391786700887964,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI52,18.7,0.10484088400000001,122.1072,OUT049,490.0288,0.9995071608775631,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG40,13.65,0.040049609,34.4558,OUT017,611.2044,0.8605266815267789,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU49,19.5,0.03075661,86.25399999999999,OUT045,2163.85,1.0001609100035058,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR49,8.71,0.1302531766,46.5376,OUT013,575.2512,1.0,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF40,12.85764518413616,0.03941584,247.8092,OUT019,498.0184,1.473953503395298,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR55,12.85764518413616,0.131443921,189.1872,OUT027,5294.4416,0.9943202071099168,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR36,6.715,0.122274118,40.3454,OUT017,838.908,0.8851895212073039,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH24,20.7,0.021464453999999997,156.6288,OUT049,3928.22,0.9993370918613276,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRO47,10.195,0.112681821,113.986,OUT018,452.744,1.059728649052279,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDQ49,20.2,0.039469737000000005,155.16299999999998,OUT017,782.315,0.8743541792469912,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ37,10.8,0.061101382999999995,151.9024,OUT046,2580.6408,0.9997287867548064,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCJ42,19.75,0.014359584,100.8332,OUT018,1537.9979999999998,0.8914815077363248,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDD05,19.35,0.016637301,120.9098,OUT049,1687.1372,0.9148175555327532,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC39,7.405,0.159843921,206.6296,OUT018,3115.9440000000004,1.3374040434934895,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCS06,12.85764518413616,0.055566935,263.591,OUT019,262.991,1.8154198042034158,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDE16,8.895,0.026397141000000002,207.8954,OUT045,3542.7218,0.8317423315550501,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX50,20.1,0.07462720099999999,110.3228,OUT046,1768.3648,0.921691988048598,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL41,12.35,0.041973712,35.7216,OUT017,519.3240000000001,0.8923348571001725,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDH35,18.25,0.10084386,166.3526,OUT010,164.4526,1.7695477472996302,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS50,17.0,0.055519560999999995,219.8114,OUT049,1108.557,0.9992466804729501,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT09,12.85764518413616,0.012203915,133.2284,OUT027,4350.3372,0.8839193923250868,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR60,14.3,0.130946374,76.7328,OUT018,1312.9576,1.0034270056486547,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG22,17.6,0.041381156,35.019,OUT046,659.1419999999999,0.9998438361491402,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL52,12.85764518413616,0.04586701,37.9506,OUT027,910.8144,0.9376205849943533,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRJ39,20.25,0.036474041,218.3482,OUT018,2409.5302,1.0040337894400038,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDW45,18.0,0.039231652,145.1418,OUT017,2648.5524,1.005059328538992,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCQ38,16.35,0.013393536999999999,106.02799999999999,OUT045,1065.28,0.9035230444600204,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB26,14.0,0.031444357,53.763999999999996,OUT017,798.96,1.0051231225405706,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG48,5.78,0.014555066,145.2102,OUT046,3062.0142,0.9994375708598369,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDH10,21.0,0.082526478,191.8478,OUT010,774.9912,1.4199614703087116,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ44,12.3,0.17797002,173.1396,OUT010,697.7584,1.5431712597855505,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDI07,12.35,0.03382933,196.9426,OUT045,2768.3964,0.904464890884907,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRJ24,11.8,0.11397026,185.1924,OUT017,2591.2936,0.8525259734550706,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRL47,19.7,0.038729457,127.3362,OUT035,755.0172,1.2507027995519444,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDP38,10.1,0.032075379,50.9008,OUT013,354.2056,0.8802726632321977,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK02,12.85764518413616,0.196490902,120.544,OUT019,479.376,1.4127975224361466,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO23,17.85,0.146305498,94.1436,OUT013,1607.2412,1.0354473740383774,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS52,8.89,0.005474515,99.7016,OUT046,1922.8304,0.8482310491688342,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW01,14.5,0.064048405,153.4682,OUT035,1677.1502,1.0676495610500805,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCF07,9.0,0.032203667000000005,100.8016,OUT017,1113.2176,1.0046094155249012,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE15,13.35,0.017857847,77.5012,OUT018,1518.024,1.2677350132366263,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDR58,6.675,0.041921462,92.3462,OUT046,2406.2012,1.1671103684387707,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL24,10.3,0.024875871,173.0422,OUT013,2069.3064,0.9988694197930319,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ25,12.85764518413616,0.028139761,173.7422,OUT027,3621.2862,0.8768847143891491,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX56,17.1,0.073997843,207.0638,OUT013,4969.5312,1.0427423286146424,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD20,14.15,0.020798905,123.6046,OUT018,1245.046,1.0043310030768913,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF60,10.8,0.052363244,236.5564,OUT017,5243.8408,1.3367583644559489,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDW13,8.5,0.098283459,51.3324,OUT018,934.7832,0.8782920659419816,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF09,6.215,0.012138795,39.2848,OUT013,521.9872,0.9988693990970994,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR26,20.7,0.042923652,178.3028,OUT045,1062.6168,0.8993895661268894,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ01,8.975,0.009058845,103.399,OUT046,2579.975,0.8821560547226178,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH53,20.5,0.032136417,83.9592,OUT010,165.1184,2.14725073988686,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,13.65,0.065898197,46.1402,OUT018,459.402,1.0041208754957043,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW50,13.1,0.075731322,167.5158,OUT045,1504.0422,0.9035230494658261,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX49,4.615,0.101812521,232.23,OUT035,5126.66,0.9994469889774634,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ44,12.3,0.106327251,172.8396,OUT046,2616.594,0.9219595405743306,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI31,12.85764518413616,0.080933328,37.519,OUT027,842.237,0.8266123186442925,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDZ52,19.2,0.100055601,112.4886,OUT035,1223.0746,0.9990372364859966,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE17,20.1,0.054540159000000005,152.1366,OUT049,755.683,1.1668823024928556,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE26,9.3,0.14897741,143.0786,OUT010,288.9572,1.4743077156833901,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD56,15.2,0.104201019,176.5054,OUT018,2976.7918,0.9011388952442679,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR52,12.65,0.076198809,191.3846,OUT045,2675.1844,0.8500263093948016,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ13,11.1,0.010639596000000001,84.1908,OUT035,755.0172,0.8889065389704311,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCJ42,12.85764518413616,0.025039776,102.7332,OUT019,410.1328,1.554536486701832,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDH10,12.85764518413616,0.08632670699999999,192.6478,OUT019,387.4956,1.4853487119446602,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCG42,19.2,0.041220035,131.231,OUT035,3635.268,1.2480665128657622,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRD25,6.135,0.07913221200000001,112.686,OUT045,2942.836,0.9512219994837634,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDL33,7.235,0.10016525,193.9452,OUT045,2936.178,1.060319382983203,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT45,15.85,0.057302606,53.3956,OUT035,600.5516,1.3313573372921097,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT16,9.895,0.048761045999999995,260.5278,OUT045,8851.1452,1.0014644480846544,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB54,8.76,0.05013052900000001,128.3336,OUT049,2556.672,0.9989443543251912,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH20,16.1,0.024987903,97.34100000000001,OUT049,1255.0330000000001,1.200272910878934,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA31,7.1,0.109990885,172.908,OUT035,2769.728,0.9969275680983787,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE33,19.35,0.049736267,76.8644,OUT045,1571.2879999999998,0.8322264470096762,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW44,9.5,0.035121963,168.6448,OUT013,1022.6688,0.8971603855326159,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRE48,8.43,0.017311312,197.8768,OUT013,3744.4592,1.1656495893491192,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCX18,14.15,0.008811818,196.511,OUT045,2749.7540000000004,1.0907567087326246,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA38,5.44,0.025583714,239.1538,OUT018,480.7076,0.8445280685345622,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ19,7.35,0.014353174,242.6512,OUT013,969.4048,0.8557911084125368,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY47,12.85764518413616,0.054220618,129.131,OUT027,4933.5779999999995,1.0374284199051773,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY25,12.0,0.033974436000000004,181.8976,OUT046,4527.44,0.999189612156474,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB49,8.3,0.030212499,98.0384,OUT045,2857.6136,0.8089218963046927,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL43,10.1,0.027217467999999998,76.067,OUT017,1454.773,1.00543061848872,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE47,14.15,0.038123176,123.5046,OUT017,1992.0736,1.0041025841332374,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS49,9.0,0.079506434,78.3644,OUT045,1728.4168,1.2491231119095676,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU23,12.15,0.021811987,163.6184,OUT018,2311.6576,1.0465112503534908,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU38,12.85764518413616,0.082150145,192.9504,OUT027,7478.2656,0.8268902048697571,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV09,12.85764518413616,0.036012919,148.0734,OUT019,593.8936,1.4845863571337206,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR20,20.0,0.028167478,45.5744,OUT049,452.744,1.1987193705080303,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY11,6.71,0.029560451,65.8142,OUT046,856.8846,0.9979138449980413,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG40,12.85764518413616,0.039631495,31.9558,OUT027,984.7182,0.8515428671549611,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX20,7.365,0.04280099,228.372,OUT017,2037.348,0.9275067544562484,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG29,17.6,0.056379439,42.7454,OUT049,293.6178,1.001329880429698,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCA30,19.0,0.129534812,190.1872,OUT049,5105.3544,1.0713354263316435,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCL53,7.5,0.036439877999999995,175.3028,OUT017,3010.7476,1.0469409949520982,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE15,13.35,0.01408641933333333,77.6012,OUT046,986.7156,1.0,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCS38,8.6,0.090191431,112.9176,OUT046,458.0704,1.3306270106668223,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY21,12.85764518413616,0.30374337,196.011,OUT019,589.2330000000001,2.2125317435124874,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB58,10.5,0.022590317999999998,140.6154,OUT010,283.6308,1.3901074356919092,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH41,9.0,0.08201152099999999,213.3534,OUT046,1935.4806,0.8892794996335409,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF23,4.61,0.122843005,172.4396,OUT049,1569.9564,1.043004229974281,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDE05,10.895,0.05432142,146.2102,OUT010,437.4306,1.770032641618148,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS43,11.65,0.040577878,188.22400000000002,OUT049,1304.968,1.000712619616443,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCM30,19.1,0.067400032,41.9796,OUT049,784.3124,0.903874216280073,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY49,17.2,0.012036432,165.7184,OUT045,1816.3024,0.9156955383193198,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN02,16.5,0.073977473,206.8638,OUT045,2070.638,1.001724070066831,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP37,15.6,0.143396175,128.0994,OUT045,2184.4898,0.8695447553095154,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCF07,9.0,0.03201648,99.6016,OUT035,1922.8304,0.9987700239219554,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO23,12.85764518413616,0.14571827,94.3436,OUT027,2269.0464,1.0312913874290306,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX34,6.195,0.07209744900000001,119.3098,OUT049,1205.098,1.001116800810342,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE32,20.7,0.048718334,38.7506,OUT013,227.7036,0.9985244138378928,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS37,7.655,0.031918284,117.7492,OUT013,695.0952,0.897185771570181,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC57,12.85764518413616,0.09558797599999999,193.982,OUT019,579.246,1.4732008378250068,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRC01,5.92,0.019308607,49.0692,OUT017,1478.076,1.0046378403025868,6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRD27,18.75,0.023974769,99.0042,OUT017,694.4294,1.0569724437685242,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDI12,9.395,0.100602552,88.3856,OUT045,703.0848,0.9997188858824079,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ33,13.35,0.091189915,149.3708,OUT035,4514.124,1.3299681806019423,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ27,12.85764518413616,0.077480627,101.399,OUT019,206.398,1.4724029886479229,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCB07,19.2,0.12973174699999998,196.21099999999998,OUT010,589.2330000000001,1.368035728524753,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDC08,19.0,0.103363904,226.172,OUT013,3169.208,0.8980837917340733,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCX30,16.7,0.026729067999999998,248.4776,OUT018,6439.6176,0.8918589639864435,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM01,7.895,0.094567181,104.5332,OUT046,1845.5976,0.9993560476322275,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB20,7.72,0.05193741,77.9986,OUT013,934.7832,0.9975283073527761,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
