Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDA51,12.857645184136194,0.16388212900000002,113.2518,OUT027,3415.554,0.9970434367411221,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRZ24,7.535,0.082250143,118.344,OUT017,3115.9440000000004,1.6720748282861417,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDT48,4.92,0.046026479,196.5084,OUT049,3769.7596,1.1993584205399725,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRG11,6.385,0.078456952,108.9596,OUT046,1186.4556,1.0,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRA12,11.6,0.040911824,142.3154,OUT013,2552.6772,1.2802477592986168,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP60,17.35,0.056235142,102.0016,OUT017,1619.2256,1.406735201497169,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT10,16.7,0.062170334,60.9562,OUT045,829.5868,0.8993895677461046,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE05,10.895,0.032427039,147.7102,OUT013,1166.4816,1.056616662469882,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC32,18.35,0.099309997,91.4462,OUT045,1665.8316,0.8717782322237605,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCH18,9.3,0.044843161,246.1802,OUT018,2702.4822,0.902732861282689,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRE37,12.857645184136194,0.164966345,189.4872,OUT019,189.0872,1.840503732297818,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRC13,8.26,0.032435437000000004,124.87299999999999,OUT035,2956.152,1.3288550544913367,9,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG47,12.8,0.06961884,260.3252,OUT046,8132.0812,0.8978670633259476,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY55,16.75,0.08165147,258.3988,OUT018,1541.9928,1.6043886677309165,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT05,10.895,0.020994339,255.6672,OUT045,4346.3424,1.000709730261389,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU60,20.0,0.10026206800000001,169.6132,OUT010,169.1132,1.3661275980278753,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX02,16.0,0.05701260599999999,225.0404,OUT013,5851.0504,0.9984059595229069,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL34,16.0,0.041009558,141.2496,OUT049,2681.8424,1.0006230385134804,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF27,8.93,0.028578012000000003,152.234,OUT017,3828.35,0.918796620472424,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRF03,12.857645184136194,0.045088724000000004,39.7138,OUT027,1096.5726,0.9176623047225588,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCO41,12.857645184136194,0.018757586,96.9384,OUT027,2167.8448,0.8943295925690018,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ59,9.8,0.056500895,85.8908,OUT045,1845.5976,1.2522198680812364,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ33,12.857645184136194,0.18803837199999998,146.4076,OUT019,147.8076,1.8058845163755828,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDD34,7.945,0.015908485,161.421,OUT045,3425.5409999999997,1.0003838293097889,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM06,7.475,0.07584563400000001,156.0656,OUT049,1853.5872,0.9126287012472957,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY43,14.85,0.09880308800000001,169.7474,OUT018,673.7896,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRM23,16.6,0.227189581,173.9422,OUT010,172.4422,1.7529118014285752,15,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDT20,10.5,0.041459803999999996,39.2164,OUT049,540.6296,1.0019356428029542,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG46,8.63,0.032882271,113.5518,OUT013,2732.4432,0.8076722500128083,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF24,15.5,0.02536567,82.7934,OUT035,1228.401,0.8980272793053583,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG57,14.7,0.07229836,48.2034,OUT046,874.8612,0.9210131683586805,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD32,17.7,0.040897932000000005,82.6276,OUT013,731.0484,0.9962131269237752,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI04,12.857645184136194,0.127660257,198.5426,OUT019,790.9704,1.5812055874386783,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDA56,9.21,0.008764786,123.1414,OUT046,4264.4490000000005,1.0004185766776728,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG51,12.1,0.011604894,166.0526,OUT017,1480.0734,0.8847882490630078,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ04,9.31,0.038169783,64.551,OUT017,1581.275,0.902986529597616,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT13,14.85,0.018568129,188.2214,OUT035,3014.7424,1.0510300645717865,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB51,6.92,0.038671588,64.2852,OUT017,438.0964,1.0038600385487713,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL34,16.0,0.041028937,142.6496,OUT045,1834.9448,1.0010958813045037,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCQ38,16.35,0.013387211000000001,105.62799999999999,OUT049,1065.28,0.9030962948434516,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCR41,12.857645184136194,0.017936715,93.7094,OUT027,4189.2136,0.9937545804741805,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCA42,6.965,0.020980975,159.6604,OUT045,3327.6684,1.0,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDG26,18.85,0.042641788,257.83299999999997,OUT035,5382.993,0.9977668999071291,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH24,20.7,0.021427082000000004,156.5288,OUT035,1571.2879999999998,0.9975971349168353,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX44,9.3,0.042930789000000004,88.5172,OUT013,1427.4752,0.9982659101228012,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT04,17.25,0.10764721,39.3822,OUT017,314.2576,1.671916813079018,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO58,19.6,0.039577173,166.1526,OUT046,2960.1468,1.0000392623884617,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDR60,14.3,0.130415118,75.9328,OUT046,1158.492,0.9993560520129864,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL54,12.6,0.082921642,175.2054,OUT045,3502.1079999999997,1.0010797088420784,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDW50,13.1,0.075515154,167.2158,OUT013,3008.0844,0.9009440271353175,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK43,12.857645184136194,0.046994717000000005,125.802,OUT019,253.00400000000002,1.553257374732443,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDQ32,17.85,0.04679836,123.8388,OUT018,866.8716,0.8923158322615872,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB37,20.25,0.022921735,240.7538,OUT013,3364.9532,1.0000296583204427,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD21,10.3,0.030616757,112.7176,OUT049,343.5528,1.5002920170546683,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR48,12.857645184136194,0.13086741300000002,150.8024,OUT027,4402.2696,1.1922766387569388,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW37,12.857645184136194,0.123449671,89.7488,OUT027,1901.5248,0.9942156388032097,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV40,17.35,0.014689006000000001,74.5038,OUT035,739.038,1.2494491716816294,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ57,10.0,0.037918142,129.6994,OUT018,1413.4934,1.0023277665395727,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY46,18.6,0.047964395,185.0898,OUT049,2993.4368,1.000764595325009,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX45,16.75,0.10501881699999999,155.263,OUT049,1721.0929999999998,1.032729090809379,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB33,17.75,0.014577412,160.7262,OUT035,2864.2716,0.8688821165510815,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT58,9.0,0.143870574,169.4816,OUT010,503.3448,1.50339785682941,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDM39,6.42,0.053553794,178.6002,OUT049,3582.0040000000004,0.8826217002455792,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCY41,16.75,0.075889215,37.6532,OUT045,575.2512,0.9135443959542093,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCL31,7.39,0.120280989,142.747,OUT046,3149.2340000000004,0.9222899169586536,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCJ31,19.2,0.182653772,243.0196,OUT046,3374.2744,0.9996928070113019,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO23,12.857645184136194,0.25637539,94.8436,OUT019,567.2616,1.8144446242448442,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDN56,5.46,0.10703694300000001,144.2786,OUT035,288.9572,0.9136694402562997,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ44,12.3,0.10623876800000001,176.1396,OUT013,3663.2316,0.921192307854013,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS50,17.0,0.055545797,220.5114,OUT045,5321.0736,0.9997188786574582,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCQ41,12.857645184136194,0.019386056999999998,194.5794,OUT027,3511.4292,0.877253738141588,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA49,19.7,0.064921764,88.1198,OUT046,1744.396,0.8084957795537497,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCZ06,19.6,0.094694278,254.9698,OUT017,2536.698,0.9075758577583843,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDH19,19.35,0.033060937,172.4738,OUT013,1911.5118,0.9019228866407465,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS15,9.195,0.078181964,106.7596,OUT049,4098.6648,0.8993036133634073,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO50,16.25,0.05205881716666667,90.2804,OUT018,1653.8472,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ20,20.7,0.100583009,123.5388,OUT018,1981.4208,0.8837712496233343,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU20,12.857645184136194,0.021353642000000003,122.1098,OUT027,3374.2744,0.8983597054750587,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRK13,11.8,0.115167579,199.8084,OUT046,2380.9008,0.9990658721346203,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRJ24,11.8,0.113559058,184.2924,OUT045,1850.924,0.8494500799251564,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDF10,15.5,0.157246634,145.6418,OUT045,2207.127,1.3348135324577926,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ45,9.5,0.010917052,185.3608,OUT046,2021.3688,1.0443851197943983,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ10,12.85,0.033172957,172.0422,OUT035,5345.7082,0.90274476267716,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM36,11.65,0.05871972599999999,171.1422,OUT035,2931.5174,0.902796617975954,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN12,15.6,0.077347713,111.8544,OUT018,1454.1072,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD50,18.85,0.141524348,168.4132,OUT013,2874.9244,0.9983946540192825,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG17,6.865,0.035895934,244.4486,OUT049,6353.0636,0.9999442725597485,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY58,11.65,0.039980643999999996,227.3694,OUT049,4567.388,0.99780142813582,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM32,20.5,0.01547047175,90.883,OUT010,89.883,1.0,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDL46,20.35,0.054056927000000005,116.8466,OUT046,2356.9320000000002,0.911735985474677,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC51,10.895,0.009636821,121.87299999999999,OUT049,2463.46,0.999911327166895,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF16,7.3,0.086266286,147.2076,OUT049,1921.4988,0.8498347625411656,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE35,7.06,0.043989429000000004,60.2904,OUT045,644.4944,1.0713335373123014,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA23,9.8,0.047178116,99.4016,OUT035,2428.8384,0.999586455261815,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI46,9.5,0.074496043,251.9724,OUT045,2516.724,1.001464452712024,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ21,17.6,0.039189221,97.34100000000001,OUT013,965.41,0.9209752051079607,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK13,11.8,0.115819014,198.3084,OUT017,4563.3932,1.0047169979294415,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX36,9.695,0.129008866,226.9404,OUT017,2700.4848,0.9067726600548015,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF25,9.0,0.038925251,34.919000000000004,OUT046,476.04699999999997,0.9033901701087558,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRI11,12.857645184136194,0.060237465,115.9834,OUT019,345.5502,1.4543341384726325,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDA46,13.6,0.11787402400000001,193.6136,OUT045,4471.5128,1.0014646440801718,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD24,13.85,0.030795085,143.3154,OUT046,1985.4156,0.9115289635906022,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDL39,16.1,0.063689583,181.9318,OUT017,5954.2494,1.0047486371111016,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDD52,18.25,0.184041545,110.15700000000001,OUT018,1867.569,1.0041129859068039,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR55,12.15,0.13283066,190.6872,OUT017,2269.0464,1.0048103279097018,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRI13,15.35,0.020441939,216.4508,OUT017,5426.27,1.0034243270405352,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDG31,12.857645184136194,0.037712875,64.4826,OUT027,2518.7214,0.80467083312327,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP04,15.35,0.013840783999999998,65.2168,OUT045,958.752,1.001464414029982,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH35,18.25,0.060198496,162.9526,OUT013,1151.1682,1.05632720710637,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCB42,11.8,0.008559556999999999,117.2492,OUT035,2432.8332,0.998829640146581,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDQ14,9.27,0.061883352999999995,147.905,OUT049,1647.855,0.7788012096377654,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI19,12.857645184136194,0.052085615,242.8512,OUT027,5816.4288,1.0534610560312199,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ55,12.8,0.039385992,224.8404,OUT010,1575.2828,1.542807571909631,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRN59,15.0,0.064241345,45.206,OUT049,792.302,1.0004550776147436,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCR06,12.5,0.006759519,42.8112,OUT013,639.168,0.9990345550515893,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCF42,17.35,0.16724376900000001,176.2712,OUT013,2988.1104,0.8621311152761477,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG24,7.975,0.01469075,84.725,OUT018,1747.725,1.0031395418520384,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB58,10.5,0.013551445,142.0154,OUT018,2410.8618,0.8338954971271297,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCV41,14.35,0.017038776999999998,112.5228,OUT046,1989.4104,0.9215068521609043,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW19,12.35,0.038718195,110.65700000000001,OUT017,2087.283,0.9163436360248907,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO56,10.195,0.075291577,119.1808,OUT010,351.5424,1.301434238992632,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDI41,18.5,0.060348256625,148.7418,OUT045,2501.4106,1.0,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN10,11.5,0.03692351519999999,119.5124,OUT018,829.5868,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY20,12.5,0.08208578700000001,92.2488,OUT018,1358.2320000000002,1.0019789373388532,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRM37,12.857645184136194,0.09593100199999999,198.5768,OUT027,6897.688,0.8264905575237018,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCX18,14.15,0.00879232,195.011,OUT035,1964.11,1.0883431801841608,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCZ17,12.857645184136194,0.079046992,39.8506,OUT027,1480.0734,1.0521388327369419,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDD57,18.1,0.022399592000000003,96.0094,OUT046,1808.9786,0.9120351971961295,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK45,11.65,0.033926852,111.586,OUT045,3395.58,0.8896985235259177,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCI31,20.0,0.0814536,36.819,OUT049,768.9989999999999,0.8319261152577926,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ48,17.75,0.07607772,112.4544,OUT049,2348.9424,0.8884040891642906,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI16,14.0,0.135775701,54.56399999999999,OUT046,1597.92,1.0577917723865427,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG15,6.13,0.076891526,61.5536,OUT045,796.2968,1.2002611456672423,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDA04,12.857645184136194,0.066406853,259.7962,OUT027,5697.9164,0.9942317118150564,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS21,19.85,0.020858778999999997,62.8194,OUT013,928.791,0.7770228956232066,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF23,4.61,0.123346085,172.5396,OUT017,3663.2316,1.0472756540412471,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDM46,7.365,0.159937597,93.912,OUT035,1304.968,1.0001007156696684,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRG49,12.857645184136194,0.067128641,242.8486,OUT027,3420.8804,0.8759093252836041,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDG26,18.85,0.042736348,255.933,OUT045,3844.995,0.999979490947055,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR51,12.857645184136194,0.172629683,148.4708,OUT027,3761.77,0.9934399308383148,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV39,11.3,0.007278511999999999,196.7426,OUT035,2768.3964,1.1643624480788948,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC39,7.405,0.11951804825,205.7296,OUT017,4570.0512,1.0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP45,15.7,0.03079807,252.9724,OUT017,3020.0688,1.004772878911591,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC56,7.72,0.12152072,118.244,OUT046,958.752,0.9987068444758296,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
